account_id,post_id,label,image url,message,text,ocr text,downloaded image location
1.84097E+14,1.04156E+15,mostly true,https://external.xx.fbcdn.net/safe_image.php?d=AQDRIoJzZRZ_hayE&url=https%3A%2F%2Fs3.amazonaws.com%2Fprod-cust-photo-posts-jfaikqealaka%2F3316-dc1a78bea93b8c8b78a2746a8651e105.jpg&_nc_hash=AQCShRGMbcowHFfr,"As the first presidential debate was drawing to a close, Hillary Clinton took one last chance to hammer Donald J. Trump, attacking his past remarks about women. #Debates","""THIS IS A MAN WHO HAS CALLED WOMEN PIGS, SLOBS AND DOGS,""
CLINTON SAID FERVENTLY FROM THE DEBATE STAGE TONIGHT. ""AND SOMEONE WHO HAS SAID PREGNANCY IS AN INCONVENIENCE TO EMPLOYERS, WHO HAS SAID WOMEN DON'T DESERVER EQUAL PAY UNLESS THEY DO AS GOOD A JOB AS MEN.
abc NEWS","THIS IS A MAN WHO HAS CALLED WOMEN PIGS, SLOBS AND DOGS,"" CLINTON SAID FERVENTLY FROM THE DEBATE STAGE TONIGHT. ""AND SOMEONE WHO HAS SAID PREGNANCY IS AN INCONVENIENCE TO EMPLOYERS, WHO HAS SAID WOMEN DON'T DESERVE EQUAL PAY UNLESS THEY D0 A8 GOOD A JOB AS MEN,",./images/184096565021911_1041564352608457.jpg
1.84097E+14,1.04157E+15,mostly true,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14390641_1041569205941305_6730616801249478901_n.jpg?oh=6191fc41deefb4a57e862752e33bfc95&oe=5A671860,Debate fact-check: Hillary Clinton says Donald J. Trump advocated for the actions the United States took in Libya. Grade: Mostly true. http://abcn.ws/2cRptXA #Debates,"abc NEWS|PRESDENTIAL DEBATE YOUR VOICE YOUR VOTE
FACT CHECK
CLINTON:
TRUMP ADVOCATED FOR THE ACTIONS WE TOOK IN LIBYA.
MOSTLY TRUE",@NEWSI PiiEﬁiDEN'ﬂ'mLDEATE 'VUMH' UDI‘J‘S'WVOTE * FACT * CHECK* CLINTON: TRUMP ADVOCATED FOR THE ACTIONS WE TOOK IN LIBYA. MOSYLY IRUE,./images/184096565021911_1041569205941305.jpg
1.84097E+14,1.04149E+15,mostly true,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14470487_1041489252615967_2767649267078640383_n.jpg?oh=6c0800d7bb562b5e933cd2b56ee58d00&oe=5A6B991C,There have already been fireworks between Hillary Clinton and Donald J. Trump as the two candidates face off in the first presidential debate. Their best lines so far: http://abcn.ws/2d5dsiK #Debates,"""
DONALD, I KNOW YOU LIVE IN YOUR OWN REALITY.
abc NEWS","m DONALD, I KNOW l‘YOU LIVE IN YOUR i ?OWN REALITY.",./images/184096565021911_1041491152615777.jpg
1.46423E+14,1.45112E+15,no factual content,https://scontent.xx.fbcdn.net/v/t1.0-9/14433205_1451123788261422_7417386362002566678_n.jpg?oh=e6066a476199a7717237a38168a6a489&oe=5A66ED04,LIKE Addicting Info for more great content!,"THE PROBLEM WITH CLOSED-MINDED PEOPLE IS THAT THEIR MOUTHS ARE ALWAYS OPEN.
Addicting Info
","THEPRﬂBlEHI WITH 53 “r H ‘ PEﬂPLEISTHAT THEIR MllllTHS ARE ‘ i ..__.._,.A. m. Addicmglnfo m",./images/146422995398181_1451123788261422.jpg
1.46423E+14,1.45113E+15,no factual content,https://scontent.xx.fbcdn.net/v/t1.0-9/14364767_1451127358261065_2307616430247668310_n.jpg?oh=d601d1290596d5aa52ae7d1e142f5d59&oe=5A64FA29,Great question. LIKE Addicting Info for more great content!,"WHY IS THERE ALWYAS MONEY FOR WAR BUT NOT FOR EDUCATION?
Addicting Info",WHY IS THERE ALWAYS“-l,./images/146422995398181_1451127358261065.jpg
1.46423E+14,1.45E+15,no factual content,https://scontent.xx.fbcdn.net/v/t1.0-9/14141893_1271114309577098_2697339324814960657_n.jpg?oh=48cdec341fda97e04be14d56528e9214&oe=5A6280E3,,"EVER NOTICE THAT REPUBLICANS ARE NEVER HAPPY UNLESS THEY ARE OPPRESSING. SLANDERING, BULLYING, WORRYING, HARRASING, OR TAKING FROM OTHERS?
AMERICANS AGAINST THE REPUBLICAN PARTY","EVER NﬂTICE THAT REPUBLICANS ARE NEVER HAPPY UNLESS THEY AREﬂPPRESSINﬂ. SLANDERINE, BllllYlNﬂ, WllRRYlNﬂ HARRASINGY 0R TAKING FRllM 0THERS?M",./images/146422995398181_1451126608261140.jpg
1.46423E+14,1.4512E+15,mostly true,https://scontent.xx.fbcdn.net/v/t1.0-9/14368878_974534116007671_6710336673066765518_n.jpg?oh=55de360614800ca22918e74c9ffc1b28&oe=5A6B3FB6,,"BARACK OBAMA HAD A BIG PART IN 9/11 ...
NOT BEING AROUND,
ALWAYS ON ACATION,
NEVER IN THE OFFICE

WHY DO YOU THINK BARACK OBAMA
WASN'T IN THE OVAL OFFICE ON 9/11?

THAT I DON'T KNOW.
I'D LIKE TO GET TO THE BOTTOM OF THAT.",". ,f “ f ’ . "" WHY DO YOU THINK BARACK OBAMA ‘WA’SN’T IN THE.OVAL OFFICV QN 9/11?",./images/146422995398181_1451202248253576.jpg
2.19367E+14,1.28296E+15,no factual content,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14370354_1282958578412639_4539653076199027581_n.png?oh=79e6d3e1dc726afe918ba8567d34f155&oe=5AAC3E53,"Subscribe to #PartyPeople, a new CNN podcast hosted by Kevin Madden and MaryKatharine Ham, with iTunes, Stitcher or your favorite app. http://cnn.it/2d2tr0a","party people
Kevin Madden and Mary Katharine Ham explore the future of the GOP in the era of Donald Trump.
a new podcast from CNN politics",Kevin Madden and Mary Katharine Ham explore the future of the GOP in the era of Donald Trump. partypeople a new podcast from politics,./images/219367258105115_1282958578412639.jpg
2.19367E+14,1.2852E+15,mostly true,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14448944_1285203211521509_8853657578188210182_n.jpg?oh=e442d3bf9359f4e01d35e8b1bf974932&oe=5A6A3604,"The town of Albertville, Alabama mirrors the US class divide on immigration: http://cnn.it/2cqB3wR",,,./images/219367258105115_1285203954854768.jpg
2.19367E+14,1.29E+15,no factual content,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14333176_1285438601497970_7589401043438177211_n.jpg?oh=073563baa16ca4ca14a79153633b2c97&oe=5A9FF08D,"Special guest Madeleine K. Albright joins CNN's Chris Cuomo for #PoliticsOnTap at 6:45 p.m. ET on Facebook Live. If you have questions you’d like to hear asked, leave them in the comments.","CNN politics on tap
Hosted by
Chris Cuomo
with special guest
Madeleine Albright
LIVE | September 22 | 6:45 p ET",|. . Hosied by - Chris Cuomo pOI Itlcs @ wum specxa‘ guest Oﬂ ta p Madeleine Albright n- \ September 22 || 6:45 |,./images/219367258105115_1285438601497970.jpg
2.19367E+14,1.2903E+15,no factual content,https://scontent.xx.fbcdn.net/v/t1.0-9/14494692_1290297081012122_6465336786794141703_n.jpg?oh=02f604cf0976005f33b7f15aaa73921e&oe=5A723E3C,Watch Hillary Clinton and Donald J. Trump face off in the first presidential debate on the CNN.com livestream tonight at 9 p.m. ET. Here are 5 things to watch: http://cnn.it/2dkWqAZ,"HEAD TO HEAD FOR THE FIRST TIME
CNN TONIGHT",HEAD Tl] HEAD FURTHEFIHSTTIME I TONIGHT,./images/219367258105115_1290297081012122.jpg
2.19367E+14,1.29045E+15,no factual content,https://scontent.xx.fbcdn.net/v/t1.0-9/14484993_1290445077663989_8092460331820078366_n.jpg?oh=ea2a15bde84bf6274d1285796451f68d&oe=5A6260EE,Watch Hillary Clinton and Donald J. Trump face off in the first presidential debate on the CNN.com livestream tonight at 9 p.m. ET. Here are 5 things to watch: http://cnn.it/2dkWqAZ,"HEAD TO HEAD FOR THE FIRST TIME
CNN TONIGHT",HEAD Tl] HEAD FURTHEFIHSTTIME I TONIGHT,./images/219367258105115_1290445077663989.jpg
2.19367E+14,1.29049E+15,no factual content,https://scontent.xx.fbcdn.net/v/t1.0-9/14495373_1290490284326135_4211764750011544754_n.jpg?oh=c13766a11afbd44d99098465c28bd460&oe=5AA25BF8,The first presidential debate begins now. Watch Hillary Clinton and Donald J. Trump face off on the CNN.com livestream.,"HEAD TO HEAD FOR THE FIRST TIME
CNN TONIGHT",HEAD Tl] HEAD FURTHEFIHSTTIME I TONIGHT,./images/219367258105115_1290490284326135.jpg
2.19367E+14,1.29074E+15,mostly true,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14485099_1290743144300849_9013652586877016125_n.jpg?oh=db7fdd1844baa706c181bf5f1150d39d&oe=5AA84853,,"2016 PRESIDENTIAL DEBATE CNN politics
False
Fact check
Trump says Ford is ""leaving"" the US and cutting thousands of jobs while moving production plants to Mexico.
#CNNREALITYCHECK","EDIBPHESIDENIIMUEBATE “politics Fact check Trump says Ford 15 ""leaving"" the False US and cutting thousands of jobs while moving production . plants to Mexico. #BNNREAUTVDHEDK",./images/219367258105115_1290743144300849.jpg
2.19367E+14,1.29075E+15,mostly true,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14485099_1290743144300849_9013652586877016125_n.jpg?oh=db7fdd1844baa706c181bf5f1150d39d&oe=5AA84853,CNN's Reality Check Team vets the candidates claims from the first presidential debate. http://cnn.it/2dnAgho,"2016 PRESIDENTIAL DEBATE CNN politics
False
Fact check
Trump says Ford is ""leaving"" the US and cutting thousands of jobs while moving production plants to Mexico.
#CNNREALITYCHECK","EDIBPHESIDENIIMUEBATE “politics Fact check Trump says Ford 15 ""leaving"" the False US and cutting thousands of jobs while moving production . plants to Mexico. #BNNREAUTVDHEDK",./images/219367258105115_1290746004300563.jpg
1.35665E+14,5.51097E+14,no factual content,https://scontent.xx.fbcdn.net/v/t1.0-9/14344700_551096688427177_929549866941448798_n.png?oh=7f55edf714252f9c622da4c1ef4fc9dc&oe=5A764351,www.EagleRising.com,"2 MORE MONTHS
@RepublicanParty
I'MA NEED THEM PHONES BACK",Mtnﬁagmnung mum IHEMPGMHIS,./images/135665053303678_551096688427177.jpg
1.35665E+14,5.51097E+14,no factual content,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14355590_551096721760507_2335505586161114125_n.jpg?oh=5b341a397b75e82deb6017a426a9e3ab&oe=5AACAEA3,www.EagleRising.com,Hillary is fine -Mr.Doctor,,./images/135665053303678_551096721760507.jpg
1.35665E+14,5.51473E+14,no factual content,https://scontent.xx.fbcdn.net/v/t1.0-9/14317492_551473158389530_6937117442997030355_n.jpg?oh=22e651581bbcec42ef37753aadd16350&oe=5AA0CA5E,Eagle Rising,"IF YOU'R MAKING ENEMIES WITH THE TERRORIST
GROUP CAIR WHILE ON THE CHMPAIGN TRAIL

YOU'RE DOING IT RIGHT","|IF Vﬂll'lll MAKING EHEMIES WITH TH! TERRYIBISI unuur 0||!“ WllllE llll 'I'IIE EMMPIIGH 'I’IIAIL { ,.. H y , X1 \4 , 1A ! ‘ V k: "" 5‘4 v gnmomnmmnr ‘1|",./images/135665053303678_551473158389530.jpg
1.35665E+14,5.51473E+14,mostly false,https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/14329940_551473235056189_4431863296091363047_n.jpg?oh=f1aa7c17c1b6d5d58582c9b7e1abe025&oe=5A655002,www.EagleRising.com,"MUSLIM COUNTRIES HAVE DONATED OVER $250 MILLION TO MY CAMPAIGN

DO YOU REALLY THINK I'M GOING TO BLAME RADICAL ISLAM?",MUSLIM COUNTRIES HAVE DONATED OVER $250 MILLION TO MY CAMPAIGN . .l’ DO YOU REALLY THINK I’M GOING TO BLAME RADICAL ISLAM?,./images/135665053303678_551473235056189.jpg
1.35665E+14,5.51473E+14,no factual content,https://scontent.xx.fbcdn.net/v/t1.0-9/14344848_551473311722848_7687282526946841772_n.jpg?oh=63cd0373fe77fac4f0aaaefeb1376f01&oe=5A66AE90,Eagle Rising,"IT WAS A PRESSURE COOKER WITH TIMERS AND CELL PHONE S WIRED TO IT

BUT NO REASON TO THINK TERRORISM AT THIS POINT",IT WAS I PIIESSIIIIE BIIIIKEB W'I'Il TIMEBS Mill GEIIWEIIIIJIES WIIIEII 'I'll I'I' wag x a BIIT no wson Jo nun \ tinnonlﬂnﬁms mm m MW,./images/135665053303678_551473311722848.jpg
1.35665E+14,5.51519E+14,no factual content,https://scontent.xx.fbcdn.net/v/t1.0-9/14359120_551519151718264_4057589818709982328_n.jpg?oh=5ba2221fbfac8ffad71f081866a0c858&oe=5A6433DA,www.EagleRising.com,"Observe
I take money out of THIS pocket
and put it in THIS one.
It's called a ""charitable donation.""","mmey wt of \ THiS Fuzket and put it‘s called a it mm 6 “:harifahle one. ' ‘ ‘ mationf’ K/ ‘ \,",./images/135665053303678_551519151718264.jpg
1.35665E+14,5.51519E+14,no factual content,https://scontent.xx.fbcdn.net/v/t1.0-9/14369867_551519225051590_2603169106122827245_n.jpg?oh=8857e93680bcdc1f56c4f0fa6967c6e3&oe=5AA4E445,www.EagleRising.com,"IT DEPENDS ON WHAT YOU'RE DEFINITION OF THE WORD ""SICK"" IS?

HILLARY MIGHT BE ""SICK""
BUT SHE IS NOT ""SICK""","|ll' II‘EI'EIIIS III ""III Yllllilli IIEFIII'IIIII / III III! Illlllll ""SIGI' Iﬂl ,- ) Ilium mnnmlex"" M BIIISIIE ISJIIII“SII:||(""|",./images/135665053303678_551519225051590.jpg
1.35665E+14,5.51519E+14,mixture of true and false,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14317572_551519291718250_7134466772151124505_n.jpg?oh=0cd43d6f85b36eb1abfeaf6515046f5c&oe=5AAC782C,www.EagleRising.com,"PAY-TO-PLAY

The Crown Prince of Bahrain was Forced to Go Through Foundation to see Clinton, after pledging $32 Million to Clinton Global initiative","U"" I. . The Crown Prince of Bahrain was Forced to Go Through Foundation to See Clinton, after Pledging $32 3 Million to Clinton Global Initiative . . 7+: '* g . .I WMWW",./images/135665053303678_551519291718250.jpg
1.35665E+14,5.51475E+14,no factual content,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14364779_551475151722664_2187289897423789656_n.jpg?oh=2f3af5f344f6ee9fed3f187c9bcf8530&oe=5A731B97,Eagle Rising,"""Hillary Clinton has zero record to run on-unless you call corruption a positive-so call she has is the 'racist' card. Pathetic.
-@IngrahamAngle",1‘ Hillary Clinton has zero record to run on—unless you call corruption a positive—so all she has is the 'racist' card. Pathetic. — @IngrahamAng/e',./images/135665053303678_551475151722664.jpg
1.35665E+14,5.51475E+14,no factual content,https://scontent.xx.fbcdn.net/v/t1.0-9/14391018_551475315055981_5604307394323743997_n.jpg?oh=50fb5cdbc561600cd1c40326938c9bc9&oe=5A6AD329,www.EagleRising.com,"LET'S SEE, WE WANT TO COVER UP OUR INVOLMENT IN 911; WE NEED MILITARY WEAPONSL WE WANT TO KILL GAYSL STONE WOMENL KEEP AND CASTRATE SLAVES... SO HOW BIG OF A DONATION TO YOUR CLINTON FOUNDATION WOULD THAT TAKE???

THAT WILL COST YOU $25 MILLION DOLLARS

DON'T DO IT! I WOULD VOTE FOR TRUMP BUT I'M DEAD!

WOMENS RIGHTS LGBT RIGHTS

help


OWN OVER 1,000,000 SLAVES","THAT WILL COST ‘IOLI 515 MILLION ‘ LET'S SEE, WE WANT TO COVER UV OUR INVOLVEMENT IN 9” WE NEED MILITAR‘I WEAPONS’ WE WANT TO KILL GA‘IX STONE WOMEN KEEP , ANV CASTRA1'E suave so yum... now sié op W“ A DONATKDN m TO YOUR cumon pounmnon 5 W WOHLV THAT TAKE 12? 5M5“ 61M,,, 2 a . W vi/OMENS mews",./images/135665053303678_551475315055981.jpg
1.35665E+14,5.51831E+14,no factual content,https://scontent.xx.fbcdn.net/v/t1.0-9/14333656_551830561687123_4626075553490944667_n.jpg?oh=4d1e9224d2e8d159e97cfb08c058d16a&oe=5A65B174,www.EagleRising.com,"OBAMA WAS ELECTED, HIS VIEWS EVOLVED, YADA YADA YADA...
NOW I CAN USE THE GIRLS BATHROOM, UNDERSTAND?","IIIIW I 0A"" IISE 'I'IIE GIIIIS’ » BATIIIIQIIM, [I’lllEIIS'I'ﬂIIIIEI mmmmmm",./images/135665053303678_551830561687123.jpg
1.35665E+14,5.51831E+14,no factual content,https://scontent.xx.fbcdn.net/v/t1.0-9/14333595_551830681687111_3075588462841103810_n.jpg?oh=8fa1db193296cb78ab76095ea2bb3bd2&oe=5A7582C6,www.EagleRising.com,Reminder: Reagan got shot in the chest. With a collapsed lung and a bullet an inch from his heart he still needed less help than Hillary to get into a car.,Reminder: Reagan got shot in the chest. With a collapsed lung and a bullet an inch from his head he still needed less help than Hillary to get into a car. ”773/ ],./images/135665053303678_551830681687111.jpg
1.35665E+14,5.51845E+14,no factual content,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14370424_551844801685699_1928851394956278104_n.jpg?oh=033ed7baf4016fd2780315685df4bb48&oe=5A61DD25,Eagle Rising,"ISLAMOPHOBIA
A WORD CREATED BY FASCISTS USED BY COWARDS TO MANIPULATE MORONS.",ISlAMIII’IIIIBIA A WOIIII BREATH) BY FASBIS'I'S IISEII BY BBWAIIIIS 'I'II MANIPIIIATE MﬂﬂllNS.,./images/135665053303678_551844801685699.jpg
1.35665E+14,5.51845E+14,no factual content,https://scontent.xx.fbcdn.net/v/t1.0-9/14322622_551844865019026_4707542812216190832_n.jpg?oh=1b447edcf00bea4ed66fc4a219f721ad&oe=5A749249,Eagle Rising,"HILLARY'S CAMPAIGN SLOGAN TAKES on a new MEANING...
STRONGER TOGETHER
FULLER 2016 ARTIZANS.COM",HlLLARY’S CAMPAlGN SLOGAN TAKES an a. new MEANING“. DDUDDDDDDDDD IIIII,./images/135665053303678_551844865019026.jpg
1.35665E+14,5.51845E+14,no factual content,https://scontent.xx.fbcdn.net/v/t1.0-9/14440610_551844931685686_5079670941144636734_n.jpg?oh=dfcbc28b18d0b9abf3d84767e9ed2dd9&oe=5AA8913A,Eagle Rising,"""THIS IS A VAST RIGHT-WING CONSPIRACY""

THEY'RE MAKING ME LOOK STUPID, INEPT, DANGEROUS, CORRUPT AND INCOMPLETENT
MEMEFUL.COM","THIS ISEAL VAST IIIEIIT- WINE BOEPIIIAGY f ‘ “é “‘ 'I'IIEY'IIE MAKIILG ME [00K . STUPID INEP'I', BANGEBIIIJS, .connun AMI] INBBMPE'I'ENI nnnnnnnnnn",./images/135665053303678_551844931685686.jpg
